ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min)
7E6E,COIMBRES07DEL02,31,4.8,10.96185,76.971082,11.01185,77.021082,Meal ,scooter ,23
856D,RANCHIRES14DEL02,39,4.1,0.0,0.0,0.02,0.02,Meal ,motorcycle ,29
276E,VADRES15DEL03,26,4.7,0.0,0.0,0.03,0.03,Snack ,scooter ,12
B26F,CHENRES010DEL03,39,4.2,13.066762,80.251865,13.096762,80.281865,Snack ,scooter ,32
1070,HYDRES02DEL02,29,4.6,17.41233,78.449654,17.46233,78.499654,Snack ,scooter ,17
D010,AGRRES09DEL03,32,4,0.0,0.0,0.03,0.03,Buffet ,motorcycle ,46
6095,RANCHIRES14DEL02,34,4.9,0.0,0.0,0.08,0.08,Meal ,motorcycle ,36
64C5,SURRES04DEL01,25,4.8,21.173493,72.801953,21.213493,72.841953,Buffet ,scooter ,28
C02,CHENRES010DEL03,38,5,13.066762,80.251865,13.096762,80.281865,Meal ,motorcycle ,32
2C0B,BANGRES05DEL03,39,4.9,12.970324,77.645748,13.030324,77.705748,Buffet ,motorcycle ,30
7B16,RANCHIRES17DEL01,33,4.3,23.374878,85.335739,23.414878,85.375739,Drinks ,motorcycle ,31
63CF,BANGRES04DEL01,30,4.7,12.98041,77.640489,13.02041,77.680489,Snack ,motorcycle ,32
223B,VADRES01DEL02,30,4.4,22.307898,73.167788,22.437898,73.297788,Snack ,scooter ,40
922A,JAPRES06DEL03,21,4.9,26.911927,75.797282,26.941927,75.827282,Meal ,motorcycle ,15
6C5A,RANCHIRES06DEL01,20,4.5,23.357804,85.325146,23.397804,85.365146,Drinks ,motorcycle ,51
D5A6,DEHRES12DEL03,28,4.6,0.0,0.0,0.03,0.03,Snack ,scooter ,17
C72D,AURGRES01DEL01,26,4.6,19.876219,75.346017,19.886219,75.356017,Buffet ,motorcycle ,22
CDA0,ALHRES18DEL02,31,4.3,25.450317,81.831681,25.470317,81.851681,Buffet ,motorcycle ,48
D719,GOARES20DEL01,27,4.6,0.0,0.0,0.07,0.07,Snack ,motorcycle ,43
6A7B,MUMRES11DEL02,32,5,18.994237,72.825553,19.124237,72.955553,Meal ,scooter ,25
2D99,SURRES05DEL02,23,4.9,21.175104,72.804342,21.195104,72.824342,Snack ,motorcycle ,10
9BFD,PUNERES09DEL02,26,4.9,18.536562,73.896485,18.586562,73.946485,Meal ,scooter ,25
685C,SURRES06DEL01,34,5,21.185047,72.80859,21.295047,72.91859,Snack ,motorcycle ,30
340D,PUNERES07DEL02,37,4.7,18.546947,73.900626,18.596947,73.950626,Meal ,scooter ,25
3922,COIMBRES010DEL03,21,4.9,11.003008,76.97544,11.033008,77.00544,Snack ,scooter ,24
9205,MYSRES02DEL02,28,4.6,12.304569,76.643622,12.354569,76.693622,Drinks ,motorcycle ,27
AE90,VADRES04DEL02,23,4.8,0.0,0.0,0.02,0.02,Buffet ,motorcycle ,11
3D6A,INDORES08DEL01,33,4.7,22.725748,75.898497,22.835748,76.008497,Meal ,motorcycle ,25
8376,MYSRES19DEL03,37,4.5,12.334022,76.618203,12.364022,76.648203,Meal ,scooter ,16
B6AA,COIMBRES06DEL01,22,4.9,11.021278,76.995017,11.091278,77.065017,Buffet ,motorcycle ,16
3730,HYDRES04DEL03,29,5,17.411028,78.329645,17.501028,78.419645,Drinks ,motorcycle ,27
9481,JAPRES05DEL03,32,4.6,26.905287,75.794592,26.935287,75.824592,Snack ,motorcycle ,24
E19D,GOARES17DEL03,36,4.9,15.496162,73.825364,15.526162,73.855364,Snack ,motorcycle ,15
30D5,COIMBRES07DEL03,37,4.7,10.96185,76.971082,10.99185,77.001082,Snack ,motorcycle ,26
998B,JAPRES010DEL01,31,4.8,26.921411,75.793604,26.931411,75.803604,Buffet ,motorcycle ,19
B76A,PUNERES06DEL03,21,4.9,18.546258,73.904337,18.606258,73.964337,Buffet ,motorcycle ,18
C371,AGRRES01DEL01,29,4.6,27.161661,78.011544,27.231661,78.081544,Meal ,motorcycle ,12
A472,JAPRES20DEL03,35,4.5,26.956431,75.776649,27.046431,75.866649,Meal ,scooter ,44
A0D3,COIMBRES14DEL01,36,4.9,11.003681,76.975525,11.073681,77.045525,Buffet ,motorcycle ,23
8DCD,CHENRES05DEL02,34,4.5,13.058616,80.264151,13.108616,80.314151,Snack ,motorcycle ,26
C362,KOCRES03DEL01,26,4.5,10.020683,76.310631,10.030683,76.320631,Drinks ,motorcycle ,22
A2DA,JAPRES02DEL01,39,4.7,26.914142,75.805704,26.984142,75.875704,Meal ,scooter ,19
2E+43,MYSRES18DEL01,33,4.7,12.337928,76.617889,12.347928,76.627889,Buffet ,scooter ,10
7377,VADRES19DEL01,36,4.9,22.311844,73.165081,22.381844,73.235081,Snack ,motorcycle ,40
D667,BHPRES07DEL02,36,4.6,0.0,0.0,0.08,0.08,Meal ,scooter ,25
3EFA,RANCHIRES05DEL01,27,4.5,23.355164,85.324097,23.365164,85.334097,Drinks ,motorcycle ,20
DC40,KOLRES17DEL02,37,4.8,22.569358,88.433452,22.619358,88.483452,Buffet ,electric_scooter ,28
8530,VADRES02DEL02,28,4.7,0.0,0.0,0.05,0.05,Meal ,scooter ,17
BB2,INDORES18DEL01,21,4.7,22.753839,75.897429,22.863838,76.007429,Meal ,scooter ,15
632B,COIMBRES15DEL01,28,4.3,11.006686,76.951736,11.016686,76.961736,Snack ,motorcycle ,21
A652,INDORES17DEL03,26,3.9,22.761226,75.887522,22.791226,75.917522,Meal ,motorcycle ,46
325F,HYDRES05DEL01,39,4.7,17.433809,78.386744,17.473809,78.426744,Snack ,scooter ,18
D3E6,BHPRES08DEL01,27,4.8,23.232537,77.429845,23.242537,77.439845,Meal ,motorcycle ,10
D229,GOARES17DEL03,38,4.7,15.496162,73.825364,15.526162,73.855364,Drinks ,motorcycle ,29
2E+15,RANCHIRES16DEL03,32,4.1,23.371292,85.327872,23.431292,85.387872,Buffet ,motorcycle ,42
B76E,RANCHIRES09DEL01,25,5,23.351058,85.325731,23.421058,85.395731,Buffet ,motorcycle ,35
953E,COIMBRES16DEL02,38,4.9,11.010375,76.95295,11.060375,77.00295,Meal ,scooter ,28
44BC,PUNERES02DEL02,33,4.9,18.55144,73.804855,18.68144,73.934855,Snack ,motorcycle ,22
2D82,HYDRES11DEL01,31,4.7,17.430448,78.418213,17.470448,78.458213,Drinks ,motorcycle ,17
218D,PUNERES12DEL01,22,4.6,18.520016,73.830547,18.530016,73.840547,Drinks ,motorcycle ,16
3D76,VADRES14DEL02,27,4.8,22.311603,73.165012,22.441603,73.295012,Buffet ,motorcycle ,22
AFD7,PUNERES17DEL03,31,4.9,18.530963,73.828972,18.560963,73.858972,Snack ,scooter ,23
A66,CHENRES12DEL02,29,4.5,12.972793,80.249982,13.102793,80.379982,Buffet ,motorcycle ,17
353D,MUMRES13DEL02,27,4.2,19.178321,72.834715,19.228321,72.884715,Meal ,motorcycle ,18
8D35,BANGRES15DEL01,35,5,12.975377,77.696664,12.985377,77.706664,Snack ,motorcycle ,43
5AE0,HYDRES09DEL03,34,4.5,17.431668,78.408321,17.521668,78.498321,Drinks ,electric_scooter ,23
293C,PUNERES08DEL03,36,4.2,18.53408,73.89852,18.59408,73.95852,Buffet ,motorcycle ,33
536C,BANGRES14DEL02,38,5,12.949934,77.699386,12.969934,77.719386,Snack ,motorcycle ,25
D6DE,LUDHRES08DEL03,25,4.6,30.899992,75.831338,30.929992,75.861338,Meal ,scooter ,19
D3F0,BHPRES19DEL02,27,4.8,0.0,0.0,0.08,0.08,Buffet ,scooter ,12
577C,CHENRES04DEL03,33,4.7,13.02978,80.208812,13.05978,80.238812,Drinks ,scooter ,10
83AD,RANCHIRES15DEL03,32,4.8,23.369746,85.33982,23.429746,85.39982,Drinks ,motorcycle ,33
40A7,JAPRES12DEL03,28,4.9,26.902908,75.792934,26.932908,75.822934,Buffet ,motorcycle ,27
179B,INDORES13DEL02,25,4.2,22.745049,75.892471,22.765049,75.912471,Buffet ,motorcycle ,29
A229,HYDRES16DEL02,36,4.7,17.440827,78.393391,17.460827,78.413391,Drinks ,motorcycle ,25
8229,BANGRES19DEL01,26,4.9,12.914264,77.6784,12.984264,77.7484,Drinks ,scooter ,17
1F3C,BANGRES09DEL02,22,5,12.934179,77.615797,13.064179,77.745797,Snack ,motorcycle ,34
BB48,COIMBRES01DEL01,39,4.9,11.016298,76.972076,11.086298,77.042076,Buffet ,scooter ,29
DBDD,KOCRES09DEL03,34,4.7,10.000706,76.349516,10.060706,76.409516,Snack ,motorcycle ,34
BFC4,ALHRES20DEL02,33,4.8,25.454697,81.834492,25.474697,81.854492,Meal ,scooter ,28
154A,MYSRES08DEL02,31,4.6,12.297954,76.665169,12.347954,76.715169,Snack ,motorcycle ,26
8273,BANGRES08DEL01,35,5,12.906229,77.596791,12.946229,77.636791,Drinks ,scooter ,37
69A2,JAPRES05DEL02,29,4.7,26.905287,75.794592,27.035287,75.924592,Meal ,scooter ,23
A03A,SURRES02DEL01,32,3.8,21.186608,72.794136,21.296608,72.904136,Drinks ,motorcycle ,31
8FB2,PUNERES15DEL02,29,4,18.636215,73.751081,18.716215,73.831081,Meal ,motorcycle ,33
42EC,CHENRES09DEL01,23,4.9,13.044694,80.26147,13.084694,80.30147,Buffet ,motorcycle ,13
A8FB,RANCHIRES18DEL02,24,5,23.351489,85.324253,23.371489,85.344253,Buffet ,motorcycle ,11
8105,INDORES05DEL01,39,4.7,22.727021,75.884167,22.737021,75.894167,Snack ,electric_scooter ,16
238B,HYDRES12DEL02,20,4.9,17.429585,78.392621,17.449585,78.412621,Snack ,motorcycle ,16
9E+79,JAPRES11DEL03,31,4.6,26.90294,75.793007,26.99294,75.883007,Drinks ,motorcycle ,17
1F79,MUMRES06DEL01,22,4.9,19.055831,72.833984,19.165831,72.943984,Buffet ,motorcycle ,22
E199,BHPRES07DEL02,34,4.7,0.0,0.0,0.13,0.13,Drinks ,motorcycle ,40
C386,KOLRES14DEL03,29,4.6,22.552996,88.35231,22.582996,88.38231,Snack ,motorcycle ,13
5E+76,RANCHIRES03DEL03,29,4.9,0.0,0.0,0.03,0.03,Buffet ,scooter ,17
6C6,RANCHIRES08DEL01,34,4.8,23.353783,85.326967,23.423783,85.396967,Meal ,motorcycle ,28
E08F,BHPRES05DEL01,25,4.8,23.214459,77.434976,23.254459,77.474976,Buffet ,motorcycle ,15
B81A,CHENRES02DEL02,25,4.9,13.086438,80.220672,13.136439,80.270672,Meal ,scooter ,29
95B6,VADRES20DEL03,35,4.8,22.311358,73.164798,22.371358,73.224798,Drinks ,motorcycle ,30
6742,MUMRES13DEL03,24,4.5,19.178321,72.834715,19.238321,72.894715,Meal ,motorcycle ,24
7DA4,SURRES14DEL01,28,4.6,21.157729,72.768726,21.167729,72.778726,Meal ,motorcycle ,11
3493,SURRES06DEL02,20,4.9,21.185047,72.80859,21.265047,72.88859,Meal ,motorcycle ,24
BA88,CHENRES15DEL01,37,5,13.026286,80.275235,13.096286,80.345235,Meal ,scooter ,29
CF61,AGRRES16DEL01,38,3.8,0.0,0.0,0.07,0.07,Drinks ,motorcycle ,33
BD23,BANGRES13DEL02,34,4.8,12.935662,77.61413,12.955662,77.63413,Snack ,scooter ,17
D3E,MYSRES04DEL01,29,4.7,12.3085,76.665808,12.3185,76.675808,Snack ,motorcycle ,17
1A29,MUMRES20DEL01,27,4.4,19.103249,72.846749,19.173249,72.916749,Buffet ,motorcycle ,33
9D8,SURRES04DEL01,27,4.1,21.173493,72.801953,21.243493,72.871953,Snack ,motorcycle ,44
3A89,BANGRES07DEL02,38,4.8,12.978453,77.643685,12.998453,77.663685,Buffet ,electric_scooter ,27
78A9,VADRES11DEL01,37,4.1,22.308096,73.167753,22.378096,73.237753,Buffet ,motorcycle ,38
5634,VADRES02DEL02,37,5,0.0,0.0,0.05,0.05,Drinks ,scooter ,18
29FB,BANGRES18DEL03,35,4.6,12.913041,77.683237,13.003041,77.773237,Drinks ,motorcycle ,37
4641,RANCHIRES18DEL01,25,4.9,23.351489,85.324253,23.391489,85.364253,Snack ,scooter ,20
4DC2,JAPRES05DEL03,28,4.8,26.905287,75.794592,27.045287,75.934592,Snack ,electric_scooter ,37
41A1,RANCHIRES13DEL02,33,4.6,23.374989,85.335486,23.394989,85.355486,Buffet ,motorcycle ,19
6DF6,COIMBRES06DEL02,29,4.9,11.021278,76.995017,11.101278,77.075017,Snack ,motorcycle ,24
2D53,SURRES03DEL01,21,4.7,21.186884,72.793616,21.296884,72.903616,Snack ,scooter ,15
535E,SURRES02DEL01,27,4.6,21.186608,72.794136,21.196608,72.804136,Drinks ,scooter ,12
D247,LUDHRES12DEL02,32,4.9,30.893244,75.821817,30.943244,75.871817,Meal ,scooter ,16
AAD,COIMBRES17DEL03,29,4.6,11.026117,76.944652,11.116117,77.034652,Drinks ,motorcycle ,26
B8C2,CHENRES18DEL02,35,4.5,12.981615,80.231598,13.001615,80.251598,Buffet ,motorcycle ,20
CCB2,LUDHRES13DEL03,37,3.6,30.893234,75.82172,30.983234,75.91172,Snack ,scooter ,38
9566,SURRES08DEL03,28,5,21.173343,72.792731,21.203343,72.822731,Buffet ,motorcycle ,15
7DCF,HYDRES03DEL03,32,4.7,17.422819,78.449578,17.512819,78.539578,Buffet ,motorcycle ,25
CC88,LUDHRES20DEL03,29,4.8,30.885915,75.788259,30.915915,75.818259,Drinks ,scooter ,10
74D8,HYDRES07DEL02,38,4.8,17.424114,78.347554,17.444114,78.367554,Snack ,scooter ,17
DD97,DEHRES19DEL02,28,4.8,30.372202,78.077151,30.392202,78.097151,Drinks ,scooter ,16
AB97,MYSRES11DEL03,20,4.9,12.323225,76.630028,12.353225,76.660028,Buffet ,motorcycle ,27
C3ED,ALHRES12DEL02,23,4.7,25.443994,81.860187,25.573994,81.990187,Buffet ,motorcycle ,33
B1A5,BANGRES14DEL01,23,5,12.949934,77.699386,13.059934,77.809386,Buffet ,scooter ,30
690E,COIMBRES06DEL02,25,4.7,11.021278,76.995017,11.151278,77.125017,Meal ,motorcycle ,28
1EFE,SURRES09DEL01,39,4.9,21.175975,72.795503,21.245975,72.865503,Buffet ,motorcycle ,39
D1B8,AURGRES19DEL02,25,4.7,19.866969,75.318894,19.916969,75.368894,Snack ,scooter ,19
C379,DEHRES17DEL03,29,4.6,30.327968,78.046106,30.417968,78.136106,Snack ,scooter ,34
B37,MYSRES16DEL02,28,4.5,12.316967,76.603067,12.446967,76.733067,Buffet ,scooter ,23
DD9F,DEHRES08DEL01,25,4.6,30.359722,78.067079,30.469722,78.177079,Drinks ,motorcycle ,17
8A34,PUNERES010DEL01,38,4.8,18.539299,73.897902,18.549299,73.907902,Snack ,motorcycle ,28
C230,ALHRES12DEL02,29,4.6,25.443994,81.860187,25.573994,81.990187,Snack ,motorcycle ,19
39F7,JAPRES07DEL03,38,4.7,26.766536,75.837333,26.826536,75.897333,Meal ,scooter ,16
8E+20,JAPRES16DEL03,23,4.6,26.849596,75.800512,26.909596,75.860512,Meal ,scooter ,19
4.6E+08,CHENRES16DEL02,28,4.1,13.049645,80.242268,13.129645,80.322268,Buffet ,scooter ,44
9ACC,INDORES09DEL02,20,4.7,22.725835,75.887648,22.805835,75.967648,Meal ,scooter ,20
A0E6,HYDRES08DEL01,27,4.2,17.438263,78.397865,17.508263,78.467865,Snack ,scooter ,39
2656,MYSRES010DEL02,33,4.9,12.321214,76.621094,12.341214,76.641094,Meal ,motorcycle ,14
50DB,RANCHIRES12DEL03,39,4.3,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,40
917F,PUNERES12DEL01,38,4.1,18.520016,73.830547,18.590016,73.900547,Buffet ,motorcycle ,36
728A,PUNERES02DEL01,34,4.1,18.55144,73.804855,18.56144,73.814855,Buffet ,scooter ,35
D306,GOARES11DEL03,26,4.8,15.544419,73.755736,15.604419,73.815736,Snack ,motorcycle ,14
5064,BANGRES13DEL03,21,4.2,12.935662,77.61413,12.995662,77.67413,Buffet ,motorcycle ,23
D8AF,ALHRES12DEL03,22,4.7,25.443994,81.860187,25.583994,82.000187,Drinks ,electric_scooter ,26
1C54,MYSRES16DEL03,26,4.6,12.316967,76.603067,12.346967,76.633067,Snack ,motorcycle ,21
30DF,INDORES09DEL03,25,4.9,22.725835,75.887648,22.815835,75.977648,Snack ,scooter ,28
726E,MYSRES20DEL03,32,5,12.337978,76.616792,12.397978,76.676792,Buffet ,motorcycle ,33
7170,BANGRES03DEL02,23,4.6,12.979166,77.640709,13.029166,77.690709,Drinks ,motorcycle ,21
675A,VADRES05DEL02,26,4.4,22.310526,73.170937,22.330526,73.190937,Buffet ,motorcycle ,22
310E,RANCHIRES01DEL01,37,5,23.416792,85.316842,23.426792,85.326842,Snack ,motorcycle ,36
5BCA,MYSRES20DEL01,38,4.2,12.337978,76.616792,12.377978,76.656792,Meal ,motorcycle ,33
1275,MYSRES09DEL02,20,4.4,12.323194,76.630583,12.373194,76.680583,Snack ,scooter ,34
3442,INDORES11DEL01,20,4.9,22.751234,75.88949,22.861234,75.99949,Buffet ,scooter ,24
A816,MUMRES16DEL03,29,5,19.120083,72.907385,19.210083,72.997385,Drinks ,motorcycle ,48
9DCA,VADRES01DEL02,27,4.8,22.307898,73.167788,22.327898,73.187788,Meal ,scooter ,16
2AA7,CHENRES04DEL01,21,4.6,13.02978,80.208812,13.13978,80.318812,Drinks ,scooter ,24
A189,SURRES04DEL01,37,4.8,21.173493,72.801953,21.243493,72.871953,Meal ,motorcycle ,37
4700,COIMBRES19DEL01,35,4.9,11.022298,76.998349,11.092298,77.068349,Snack ,motorcycle ,48
7823,SURRES16DEL03,26,4.7,21.160437,72.774209,21.220437,72.834209,Meal ,motorcycle ,11
D7AA,KNPRES11DEL02,37,4.9,26.474986,80.342796,26.494986,80.362796,Snack ,motorcycle ,14
3E+82,PUNERES06DEL02,23,5,18.546258,73.904337,18.676258,74.034337,Drinks ,motorcycle ,24
323A,PUNERES15DEL03,34,4.5,18.636215,73.751081,18.726215,73.841081,Drinks ,motorcycle ,18
4E+87,VADRES05DEL01,31,4.3,22.310526,73.170937,22.420526,73.280937,Meal ,motorcycle ,37
C452,KOCRES05DEL03,36,4.4,9.970717,76.285447,10.060717,76.375447,Drinks ,scooter ,39
B619,INDORES13DEL01,35,4.8,22.745049,75.892471,22.815049,75.962471,Snack ,scooter ,20
C714,BHPRES14DEL03,29,2.5,0.0,0.0,0.09,0.09,Drinks ,scooter ,41
BE82,VADRES07DEL02,34,5,0.0,0.0,0.05,0.05,Buffet ,scooter ,19
1420,SURRES01DEL02,20,4.9,21.186438,72.794115,21.236438,72.844115,Meal ,motorcycle ,16
8CB2,PUNERES02DEL01,23,4.6,18.55144,73.804855,18.59144,73.844855,Snack ,scooter ,21
BEC 1.00,HYDRES02DEL01,24,4.7,17.41233,78.449654,17.42233,78.459654,Drinks ,electric_scooter ,13
33FD,RANCHIRES17DEL03,24,4.8,23.374878,85.335739,23.404878,85.365739,Meal ,motorcycle ,29
791A,BANGRES06DEL02,37,4.6,12.979096,77.640625,13.109096,77.770625,Drinks ,motorcycle ,36
2E4E,CHENRES18DEL02,31,4.8,12.981615,80.231598,13.031615,80.281598,Drinks ,motorcycle ,30
4585,COIMBRES07DEL02,28,4.7,10.96185,76.971082,11.09185,77.101082,Drinks ,motorcycle ,24
A80B,SURRES08DEL02,34,4.6,21.173343,72.792731,21.223343,72.842731,Meal ,motorcycle ,19
DF6C,LUDHRES01DEL02,36,5,30.873988,75.842739,31.003988,75.972739,Meal ,motorcycle ,27
C297,AURGRES18DEL01,30,3.7,19.888716,75.321461,19.998716,75.431461,Snack ,motorcycle ,34
E48,SURRES07DEL02,24,4.6,21.170798,72.790489,21.250798,72.870489,Buffet ,motorcycle ,21
5D92,PUNERES09DEL03,24,4.7,18.536562,73.896485,18.626562,73.986485,Buffet ,motorcycle ,38
708B,SURRES06DEL02,24,4.9,21.185047,72.80859,21.205047,72.82859,Buffet ,motorcycle ,18
1CF1,SURRES08DEL03,31,4.7,21.173343,72.792731,21.263343,72.882731,Drinks ,motorcycle ,41
1F29,VADRES14DEL03,32,4.9,22.311603,73.165012,22.401603,73.255012,Meal ,motorcycle ,42
C56D,KNPRES08DEL02,21,4.6,0.0,0.0,0.08,0.08,Snack ,electric_scooter ,29
B5DB,BANGRES08DEL01,33,4.1,12.906229,77.596791,13.016229,77.706791,Snack ,motorcycle ,35
7023,RANCHIRES07DEL02,37,4.7,23.359407,85.325055,23.439407,85.405055,Meal ,motorcycle ,20
DC21,BHPRES12DEL01,22,4.4,0.0,0.0,0.11,0.11,Meal ,motorcycle ,43
4B4E,CHENRES08DEL03,31,4.9,13.022394,80.242439,13.052394,80.272439,Buffet ,electric_scooter ,30
907,RANCHIRES08DEL01,23,4.8,23.353783,85.326967,23.423783,85.396967,Meal ,motorcycle ,15
5E+14,VADRES19DEL02,38,4.3,22.311844,73.165081,22.441844,73.295081,Buffet ,electric_scooter ,48
D8DC,AURGRES14DEL01,28,4.5,19.875016,75.322405,19.985016,75.432405,Snack ,motorcycle ,28
A98F,COIMBRES19DEL03,27,4.8,11.022298,76.998349,11.112298,77.088349,Drinks ,motorcycle ,24
8C7B,PUNERES04DEL01,20,4.6,18.51421,73.838429,18.55421,73.878429,Meal ,motorcycle ,14
4142,INDORES15DEL02,37,4.9,22.760072,75.892574,22.780072,75.912574,Meal ,electric_scooter ,19
A989,HYDRES15DEL01,21,4.3,17.45971,78.368855,17.56971,78.478855,Buffet ,motorcycle ,34
2213,COIMBRES010DEL02,23,4.6,11.003008,76.97544,11.133009,77.10544,Drinks ,scooter ,13
9EA4,PUNERES20DEL02,27,4.9,18.592718,73.773572,18.642718,73.823572,Buffet ,motorcycle ,19
D1DE,LUDHRES01DEL02,38,4.2,30.873988,75.842739,30.893988,75.862739,Buffet ,motorcycle ,31
AE16,INDORES07DEL01,35,5,22.722634,75.886959,22.792634,75.956959,Meal ,scooter ,47
2533,SURRES13DEL03,36,4.3,21.170096,72.789122,21.230096,72.849122,Meal ,motorcycle ,31
CF52,KOLRES12DEL03,26,4.1,22.551084,88.354127,22.581084,88.384127,Drinks ,motorcycle ,21
8.1E+10,HYDRES19DEL03,33,4.5,17.458998,78.500366,17.518998,78.560366,Buffet ,motorcycle ,24
233B,INDORES11DEL01,29,4.6,22.751234,75.88949,22.821234,75.95949,Buffet ,motorcycle ,31
C51,INDORES04DEL02,21,4.7,22.753659,75.903365,22.883659,76.033365,Buffet ,scooter ,35
603B,MYSRES02DEL02,25,4.6,12.304569,76.643622,12.384569,76.723622,Snack ,motorcycle ,15
401,BANGRES20DEL03,29,4.6,12.972161,77.596014,13.062161,77.686014,Snack ,scooter ,14
228A,JAPRES15DEL02,39,4.9,26.891191,75.802083,26.911191,75.822083,Buffet ,motorcycle ,19
6811,INDORES04DEL02,32,4.8,22.753659,75.903365,22.773659,75.923365,Meal ,scooter ,20
1740,PUNERES05DEL01,31,4.8,18.543626,73.905101,18.583626,73.945101,Buffet ,motorcycle ,19
6E+40,HYDRES04DEL01,28,4.7,17.411028,78.329645,17.481028,78.399645,Snack ,scooter ,17
C980,KOLRES17DEL03,24,4.7,22.569358,88.433452,22.659358,88.523452,Drinks ,scooter ,18
9999,JAPRES05DEL02,27,4.4,26.905287,75.794592,26.925287,75.814592,Meal ,motorcycle ,15
91CF,BANGRES18DEL01,37,4.7,12.913041,77.683237,12.983041,77.753237,Drinks ,motorcycle ,39
50CB,RANCHIRES08DEL02,39,4.3,23.353783,85.326967,23.483783,85.456967,Snack ,motorcycle ,35
A805,RANCHIRES17DEL02,34,4.8,23.374878,85.335739,23.454878,85.415739,Meal ,motorcycle ,25
CDF 6.00,BHPRES07DEL01,34,3.5,0.0,0.0,0.07,0.07,Snack ,motorcycle ,33
469E,SURRES05DEL02,38,5,21.175104,72.804342,21.255104,72.884342,Buffet ,scooter ,27
109A,CHENRES06DEL02,29,4.7,13.054347,80.257221,13.104347,80.307221,Meal ,motorcycle ,12
9048,RANCHIRES13DEL03,31,4.8,23.374989,85.335486,23.404989,85.365486,Meal ,motorcycle ,23
D674,KOLRES07DEL02,33,4.9,22.547186,88.35068,22.567186,88.37068,Snack ,motorcycle ,36
865,MUMRES16DEL03,29,4.6,19.120083,72.907385,19.150083,72.937385,Snack ,electric_scooter ,24
B7ED,JAPRES17DEL03,25,5,26.892312,75.806896,26.982312,75.896896,Meal ,motorcycle ,42
5EFA,MUMRES01DEL02,39,3.8,19.12663,72.829976,19.25663,72.959976,Drinks ,scooter ,37
B352,MYSRES14DEL03,21,4.6,0.0,0.0,0.03,0.03,Snack ,motorcycle ,11
CC1B,AGRRES08DEL02,26,4.6,27.160934,78.044095,27.290934,78.174095,Snack ,motorcycle ,30
B99B,INDORES07DEL02,30,4.8,22.722634,75.886959,22.742634,75.906959,Snack ,scooter ,26
A644,JAPRES20DEL03,20,4.7,26.956431,75.776649,27.096431,75.916649,Snack ,motorcycle ,25
8DC0,MUMRES05DEL02,23,4.6,18.927584,72.832585,19.007584,72.912585,Snack ,motorcycle ,39
8753,PUNERES17DEL01,24,4.9,18.530963,73.828972,18.540963,73.838972,Buffet ,scooter ,10
D71B,KOLRES15DEL01,34,4.4,22.552672,88.352885,22.622672,88.422885,Buffet ,motorcycle ,40
9247,PUNERES16DEL02,23,4.9,18.536718,73.830327,18.616719,73.910327,Buffet ,motorcycle ,41
6CBA,SURRES20DEL01,21,4.9,21.15276,72.778059,21.22276,72.848059,Meal ,motorcycle ,10
D883,BHPRES06DEL02,36,4.8,23.232357,77.429989,23.312357,77.509989,Snack ,motorcycle ,39
A12A,INDORES14DEL02,22,4.6,22.761593,75.886362,22.811593,75.936362,Meal ,scooter ,27
88C1,SURRES04DEL03,28,4.8,21.173493,72.801953,21.263493,72.891953,Buffet ,scooter ,19
7C7,VADRES02DEL03,25,4.6,0.0,0.0,0.06,0.06,Snack ,motorcycle ,21
93EF,PUNERES08DEL02,21,4.9,18.53408,73.89852,18.58408,73.94852,Drinks ,motorcycle ,17
34A6,CHENRES09DEL02,35,4.8,13.044694,80.26147,13.124694,80.34147,Meal ,motorcycle ,44
901,JAPRES13DEL01,29,4.6,26.846156,75.8023,26.956156,75.9123,Meal ,scooter ,20
5176,JAPRES09DEL01,21,4.6,26.911378,75.789034,26.951378,75.829034,Drinks ,motorcycle ,11
292B,BANGRES06DEL02,22,4.9,12.979096,77.640625,13.109096,77.770625,Meal ,motorcycle ,26
BA5,COIMBRES16DEL02,30,4.7,11.010375,76.95295,11.060375,77.00295,Meal ,scooter ,26
A62A,MYSRES010DEL01,24,4.7,12.321214,76.621094,12.361214,76.661094,Meal ,motorcycle ,15
B6D1,INDORES18DEL01,29,4.9,22.753839,75.897429,22.823839,75.967429,Drinks ,scooter ,37
7ED,JAPRES18DEL01,28,4.8,26.913987,75.752891,26.953987,75.792891,Snack ,scooter ,17
1EDB,CHENRES18DEL02,28,4.8,12.981615,80.231598,13.111615,80.361598,Buffet ,motorcycle ,24
E13,INDORES08DEL03,28,5,22.725748,75.898497,22.815748,75.988497,Buffet ,electric_scooter ,11
B429,CHENRES12DEL02,24,4.8,12.972793,80.249982,13.102793,80.379982,Meal ,motorcycle ,30
D00F,LUDHRES04DEL01,35,4.1,30.914057,75.83982,30.984057,75.90982,Meal ,scooter ,31
5E+92,COIMBRES12DEL03,29,4.9,11.000762,76.981876,11.090762,77.071876,Snack ,motorcycle ,25
3AE5,CHENRES010DEL01,39,4.7,13.066762,80.251865,13.076762,80.261865,Drinks ,scooter ,25
AAA,COIMBRES12DEL01,29,4.6,11.000762,76.981876,11.110762,77.091876,Snack ,scooter ,24
